Wed Sep  9 18:22:12 2020    output.prof

         3368231 function calls (3228307 primitive calls) in 76.218 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.032    0.032 <ipython-input-9-4b674ec37727>:8(<module>)
     1654    0.009    0.000    0.032    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\op_def_library.py:173(_MakeType)
3638/2136    0.008    0.000    0.032    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\type_spec.py:357(<listcomp>)
      102    0.000    0.000    0.032    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:64(copy_clean)
        1    0.000    0.000    0.032    0.032 <ipython-input-9-4b674ec37727>:5(<module>)
    20923    0.026    0.000    0.032    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:817(_IsPresent)
        1    0.000    0.000    0.032    0.032 <ipython-input-9-4b674ec37727>:9(<module>)
        1    0.000    0.000    0.031    0.031 <ipython-input-9-4b674ec37727>:3(<module>)
 1593/102    0.013    0.000    0.031    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:38(copy)
2523/1573    0.009    0.000    0.031    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:2756(__setattr__)
        9    0.002    0.000    0.031    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\origin_info.py:226(resolve)
    32958    0.026    0.000    0.031    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1516(Modified)
    14273    0.016    0.000    0.031    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\compat.py:114(as_str)
     1832    0.011    0.000    0.031    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\lock_util.py:96(release)
       20    0.000    0.000    0.031    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:11337(tile)
    13373    0.018    0.000    0.030    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:5989(get_default_graph)
        9    0.000    0.000    0.030    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:4021(greater_equal)
     1727    0.005    0.000    0.030    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\tpu\tpu.py:223(tpu_replicated_input_resolver)
     5181    0.009    0.000    0.030    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\object_identity.py:195(update)
        3    0.000    0.000    0.030    0.010 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:38(_wrap_into_factory)
     3298    0.009    0.000    0.030    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\type_checkers.py:167(CheckValue)
      497    0.003    0.000    0.030    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1193(as_proto)
        1    0.000    0.000    0.029    0.029 <ipython-input-9-4b674ec37727>:2(<module>)
       30    0.000    0.000    0.029    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:146(visit_Expr)
     1458    0.006    0.000    0.029    0.000 C:\Users\39331\anaconda3\lib\contextlib.py:211(contextmanager)
     9560    0.010    0.000    0.028    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\dtypes.py:84(base_dtype)
     3132    0.003    0.000    0.028    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\op_def_registry.py:34(get)
        6    0.000    0.000    0.028    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\metrics.py:188(result_fn)
        6    0.000    0.000    0.028    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\control_flow_util_v2.py:63(create_new_tf_function)
     1832    0.028    0.000    0.028    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
       17    0.000    0.000    0.028    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:531(__del__)
        3    0.000    0.000    0.028    0.009 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\inspect_utils.py:143(getimmediatesource)
     5277    0.010    0.000    0.028    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\containers.py:256(append)
      270    0.005    0.000    0.027    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:341(__init__)
      630    0.010    0.000    0.027    0.000 C:\Users\39331\anaconda3\lib\site-packages\numpy\core\_methods.py:134(_mean)
       49    0.002    0.000    0.027    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:146(_variable_handle_from_shape_and_dtype)
8050/3833    0.005    0.000    0.027    0.000 C:\Users\39331\anaconda3\lib\abc.py:100(__subclasscheck__)
  581/461    0.004    0.000    0.027    0.000 C:\Users\39331\anaconda3\lib\inspect.py:2206(_signature_from_callable)
83090/80884    0.024    0.000    0.027    0.000 {built-in method builtins.len}
     1832    0.002    0.000    0.026    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\lock_util.py:123(__enter__)
      221    0.002    0.000    0.026    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1924(__init__)
        6    0.000    0.000    0.026    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\metrics.py:394(result)
    15685    0.018    0.000    0.026    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.026    0.013 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:760(<dictcomp>)
        1    0.000    0.000    0.026    0.026 <ipython-input-9-4b674ec37727>:11(<module>)
      285    0.001    0.000    0.026    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:418(on_train_batch_begin)
       18    0.000    0.000    0.026    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_grad.py:327(_BiasAddGrad)
    76130    0.026    0.000    0.026    0.000 {method 'items' of 'dict' objects}
       17    0.000    0.000    0.026    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:1262(delete_iterator)
        6    0.000    0.000    0.026    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_grad.py:67(SmartBroadcastGradientArgs)
      300    0.002    0.000    0.026    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:293(_call_batch_begin_hook)
     1832    0.009    0.000    0.025    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:4439(_apply_device_functions)
       75    0.000    0.000    0.025    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:338(_process_statement)
       18    0.000    0.000    0.025    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:725(bias_add_grad)
        3    0.000    0.000    0.025    0.008 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:315(permutation)
1958/1870    0.002    0.000    0.025    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\containers.py:417(MergeFrom)
       16    0.000    0.000    0.025    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\backprop.py:628(_aggregate_grads)
     6042    0.013    0.000    0.025    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:773(_mode)
       24    0.000    0.000    0.025    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:930(convert)
       51    0.000    0.000    0.025    0.000 C:\Users\39331\anaconda3\lib\site-packages\pandas\io\formats\format.py:1431(_format_strings)
        3    0.000    0.000    0.025    0.008 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\array_ops.py:872(_slice_helper)
        3    0.000    0.000    0.025    0.008 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:341(visit_FunctionDef)
     1269    0.004    0.000    0.025    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:1039(numpy)
     1832    0.014    0.000    0.025    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:6880(_reconstruct_sequence_inputs)
        6    0.000    0.000    0.025    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_ops.py:244(argmax)
        2    0.000    0.000    0.025    0.012 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_grad.py:518(_SoftmaxCrossEntropyWithLogitsGrad)
       18    0.000    0.000    0.025    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:182(mark_as_return)
        6    0.000    0.000    0.024    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_ops.py:261(argmax_v2)
        6    0.000    0.000    0.024    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:817(arg_max)
       51    0.002    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\pandas\io\formats\format.py:1340(get_result_as_array)
     5999    0.010    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:453(MakeRepeatedScalarDefault)
        1    0.024    0.024    0.024    0.024 {built-in method tensorflow.python._pywrap_tfe.TFE_NewContext}
       15    0.000    0.000    0.024    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:645(visit_With)
     1567    0.011    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\tf_decorator.py:67(make_decorator)
     1832    0.009    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\lock_util.py:86(acquire)
8050/3833    0.021    0.000    0.024    0.000 {built-in method _abc._abc_subclasscheck}
     2210    0.011    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:3848(_get_tensor_by_tf_output)
        1    0.000    0.000    0.024    0.024 <ipython-input-9-4b674ec37727>:12(<module>)
    16170    0.017    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1467(_UpdateOneofState)
    11715    0.019    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\decoder.py:568(_ConvertToUnicode)
     4748    0.007    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\_collections_abc.py:742(__iter__)
     8542    0.015    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:1851(executing_eagerly)
   189/54    0.001    0.000    0.024    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:42(<listcomp>)
     3596    0.006    0.000    0.023    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\nest.py:198(_yield_value)
1974/1867    0.008    0.000    0.023    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\containers.py:402(extend)
        3    0.000    0.000    0.023    0.008 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_ops.py:1731(range)
       72    0.001    0.000    0.023    0.000 C:\Users\39331\anaconda3\lib\site-packages\pandas\core\indexing.py:2116(_getitem_axis)
5384/3537    0.021    0.000    0.023    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1226(IsInitialized)
        3    0.008    0.003    0.023    0.008 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\inspect_utils.py:116(_fix_linecache_record)
        3    0.000    0.000    0.023    0.008 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:393(grab_batch)
        9    0.000    0.000    0.022    0.002 C:\Users\39331\anaconda3\lib\site-packages\IPython\core\interactiveshell.py:3090(transform_cell)
        5    0.000    0.000    0.022    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:394(<lambda>)
        5    0.000    0.000    0.022    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\array_ops.py:4589(gather)
     1552    0.014    0.000    0.022    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:5601(_get_outer_context_and_inner_device_stack)
        5    0.000    0.000    0.022    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:3790(gather_v2)
        3    0.000    0.000    0.022    0.007 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\converters\functions.py:134(transform)
    10113    0.012    0.000    0.022    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\anno.py:121(hasanno)
    12542    0.012    0.000    0.022    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:757(getter)
        9    0.000    0.000    0.022    0.002 C:\Users\39331\anaconda3\lib\site-packages\IPython\core\inputtransformer2.py:582(transform_cell)
     3454    0.009    0.000    0.022    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\tpu\tpu.py:239(replace_with_unreplicated_resources)
      424    0.002    0.000    0.022    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\type_spec.py:293(__eq__)
3926/3781    0.008    0.000    0.021    0.000 {built-in method builtins.any}
        9    0.000    0.000    0.021    0.002 C:\Users\39331\anaconda3\lib\site-packages\IPython\core\inputtransformer2.py:573(do_token_transforms)
       12    0.000    0.000    0.021    0.002 <frozen importlib._bootstrap_external>:849(get_code)
        9    0.000    0.000    0.021    0.002 C:\Users\39331\anaconda3\lib\site-packages\IPython\core\inputtransformer2.py:541(do_one_token_transform)
        6    0.000    0.000    0.021    0.004 C:\Users\39331\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:65(concat)
     3444    0.009    0.000    0.021    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1541(Modified)
       53    0.000    0.000    0.021    0.000 {built-in method builtins.print}
     1537    0.012    0.000    0.021    0.000 C:\Users\39331\anaconda3\lib\functools.py:34(update_wrapper)
       16    0.000    0.000    0.021    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\utils\version_utils.py:63(__new__)
        1    0.000    0.000    0.021    0.021 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\numpy_ops\np_math_ops.py:15(<module>)
  449/304    0.003    0.000    0.021    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\encoder.py:759(EncodeRepeatedField)
       15    0.000    0.000    0.021    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:3113(div_no_nan)
    37834    0.021    0.000    0.021    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\containers.py:207(__getitem__)
     6596    0.013    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\encoder.py:246(FieldSize)
     1463    0.012    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\nest.py:129(_sequence_like)
     6801    0.017    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:864(HasField)
     1269    0.002    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:1027(_numpy)
       16    0.000    0.000    0.020    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_grad.py:415(_ReluGrad)
       16    0.000    0.000    0.020    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:10584(relu_grad)
        1    0.000    0.000    0.020    0.020 <ipython-input-9-4b674ec37727>:13(<module>)
        9    0.002    0.000    0.020    0.002 C:\Users\39331\anaconda3\lib\site-packages\IPython\core\inputtransformer2.py:465(make_tokens_by_line)
      457    0.008    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\inspect.py:2112(_signature_from_function)
        9    0.001    0.000    0.020    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\layers\core.py:218(<lambda>)
      129    0.001    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\nest.py:1061(map_structure_up_to)
      860    0.005    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:5639(init_scope)
      177    0.001    0.000    0.020    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\tf_inspect.py:238(getfullargspec)
    37485    0.020    0.000    0.020    0.000 {built-in method _weakref.proxy}
       19    0.020    0.001    0.020    0.001 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
     1941    0.013    0.000    0.019    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:4206(unique_name)
      129    0.002    0.000    0.019    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\nest.py:1142(map_structure_with_tuple_paths_up_to)
       17    0.000    0.000    0.019    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:356(_apply_options)
        3    0.000    0.000    0.019    0.006 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\loader.py:50(load_source)
        4    0.000    0.000    0.019    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_grad.py:503(_BroadcastMul)
      258    0.001    0.000    0.019    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\backprop.py:174(_record_gradient)
       77    0.000    0.000    0.019    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\array_ops.py:1489(_autopacking_conversion_function)
     6483    0.019    0.000    0.019    0.000 {method 'match' of 're.Pattern' objects}
     9632    0.019    0.000    0.019    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\dtypes.py:71(_is_ref_dtype)
        4    0.000    0.000    0.019    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:735(__next__)
        4    0.000    0.000    0.019    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:770(next)
        4    0.000    0.000    0.019    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:738(_next_internal)
        3    0.000    0.000    0.018    0.006 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\converters\functions.py:81(visit_FunctionDef)
     2916    0.018    0.000    0.018    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
     5181    0.004    0.000    0.018    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\object_identity.py:196(<listcomp>)
     1269    0.018    0.000    0.018    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
    19431    0.014    0.000    0.018    0.000 C:\Users\39331\anaconda3\lib\ast.py:202(iter_fields)
      177    0.004    0.000    0.018    0.000 C:\Users\39331\anaconda3\lib\inspect.py:1090(getfullargspec)
        9    0.000    0.000    0.018    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_ops.py:4865(_get_noise_shape)
        6    0.000    0.000    0.018    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:279(resolve)
    225/6    0.001    0.000    0.018    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:267(visit)
       51    0.002    0.000    0.018    0.000 C:\Users\39331\anaconda3\lib\site-packages\pandas\io\formats\format.py:1355(format_values_with)
       12    0.001    0.000    0.018    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\functional.py:117(_init_graph_network)
     3708    0.009    0.000    0.018    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\nest.py:203(_yield_sorted_items)
        6    0.000    0.000    0.018    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:189(visit_FunctionDef)
        6    0.000    0.000    0.017    0.003 C:\Users\39331\anaconda3\lib\site-packages\IPython\core\interactiveshell.py:2904(should_run_async)
        9    0.000    0.000    0.017    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_ops.py:3458(add_n)
  473/410    0.001    0.000    0.017    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      431    0.003    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:329(variable_accessed)
        6    0.000    0.000    0.017    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\optimizer_v2\optimizer_v2.py:673(_get_hyper)
      6/3    0.000    0.000    0.017    0.006 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:172(visit_FunctionDef)
       25    0.001    0.000    0.017    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1821(__init__)
     1835    0.004    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\threading.py:364(notify_all)
     1212    0.003    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\nest.py:631(<listcomp>)
    57/42    0.001    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:457(visit_Call)
     1832    0.014    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:3052(_add_op)
        9    0.000    0.000    0.017    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\array_ops.py:1393(_autopacking_helper)
     2902    0.005    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\encoder.py:464(EncodeField)
     2562    0.007    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\threading.py:1071(is_alive)
     1832    0.007    0.000    0.017    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:1995(_control_flow_post_processing)
        1    0.000    0.000    0.017    0.017 <ipython-input-9-4b674ec37727>:15(<module>)
        3    0.000    0.000    0.017    0.006 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:211(transform)
        1    0.000    0.000    0.017    0.017 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:2332(summary)
        1    0.000    0.000    0.017    0.017 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\utils\layer_utils.py:112(print_summary)
        6    0.000    0.000    0.016    0.003 C:\Users\39331\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:454(get_result)
       17    0.000    0.000    0.016    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:4375(__init__)
        9    0.000    0.000    0.016    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:6416(pack)
       19    0.000    0.000    0.016    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:2346(add_function)
      427    0.001    0.000    0.016    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:3868(_get_op_def)
       19    0.000    0.000    0.016    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:1085(add_function)
      5/1    0.000    0.000    0.016    0.016 {built-in method builtins.__import__}
        4    0.000    0.000    0.016    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:2588(iterator_get_next)
       19    0.016    0.001    0.016    0.001 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
        6    0.000    0.000    0.016    0.003 C:\Users\39331\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1988(concatenate_block_managers)
        9    0.000    0.000    0.016    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\layers\core.py:1131(__init__)
     1754    0.002    0.000    0.016    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:421(shape)
     2250    0.005    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\tensor_spec.py:87(__hash__)
     2089    0.004    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:6498(__exit__)
     1752    0.015    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\c_api_util.py:190(tf_output)
        3    0.000    0.000    0.015    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\utils\losses_utils.py:38(_safe_mean)
       33    0.000    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:275(<listcomp>)
     3021    0.008    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:219(push)
      258    0.008    0.000    0.015    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
    14273    0.012    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\compat.py:90(as_text)
     3055    0.006    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:447(MakeRepeatedMessageDefault)
        1    0.000    0.000    0.015    0.015 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\numpy_ops\np_random.py:15(<module>)
     1832    0.005    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:5059(_snapshot_colocation_stack_metadata)
      798    0.004    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\ast.py:375(visit_Constant)
        9    0.000    0.000    0.015    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\array_ops.py:1328(stack)
      186    0.001    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\numpy_ops\np_utils.py:302(decorator)
       24    0.000    0.000    0.015    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:198(eager_safe_variable_handle)
      284    0.000    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\inspect.py:3091(signature)
       13    0.000    0.000    0.015    0.001 C:\Users\39331\anaconda3\lib\site-packages\pandas\core\generic.py:3607(_slice)
     5999    0.011    0.000    0.015    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\containers.py:244(__init__)
      186    0.000    0.000    0.014    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\numpy_ops\np_utils.py:287(np_doc)
        1    0.000    0.000    0.014    0.014 <ipython-input-9-4b674ec37727>:14(<module>)
        1    0.000    0.000    0.014    0.014 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:462(compile)
      284    0.000    0.000    0.014    0.000 C:\Users\39331\anaconda3\lib\inspect.py:2839(from_callable)
       12    0.000    0.000    0.014    0.001 C:\Users\39331\anaconda3\lib\site-packages\pandas\core\indexing.py:1742(_get_slice_axis)
